,period_open,period_close,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,returns,longs_count,shorts_count,long_value,short_value,long_exposure,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,ending_exposure,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algorithm_period_return,algo_volatility,benchmark_period_return,benchmark_volatility,alpha,beta,BATBC,short_mavg,long_mavg
2015-01-19 08:29:00+00:00,2015-01-19 04:01:00+00:00,2015-01-19 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,250,2015-01,0.0,0.0,0.0,0.0,,,,,
2015-01-20 08:29:00+00:00,2015-01-20 04:01:00+00:00,2015-01-20 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,251,2015-01,0.0,0.0,0.0,0.0,,,,,
2015-01-21 08:29:00+00:00,2015-01-21 04:01:00+00:00,2015-01-21 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,252,2015-01,0.0,0.0,0.0,0.0,,,,,
2015-01-22 08:29:00+00:00,2015-01-22 04:01:00+00:00,2015-01-22 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,253,2015-01,0.0,0.0,0.0,0.0,,,,,
2015-01-25 08:29:00+00:00,2015-01-25 04:01:00+00:00,2015-01-25 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,254,2015-01,0.0,0.0,0.0,0.0,,,,,
2015-01-26 08:29:00+00:00,2015-01-26 04:01:00+00:00,2015-01-26 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,255,2015-01,0.0,0.0,0.0,0.0,,,,,
2015-01-27 08:29:00+00:00,2015-01-27 04:01:00+00:00,2015-01-27 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,256,2015-01,0.0,0.0,0.0,0.0,,,,,
2015-01-28 08:29:00+00:00,2015-01-28 04:01:00+00:00,2015-01-28 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,257,2015-01,0.0,0.0,0.0,0.0,,,,,
2015-01-29 08:29:00+00:00,2015-01-29 04:01:00+00:00,2015-01-29 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,258,2015-01,0.0,0.0,0.0,0.0,,,,,
2015-02-01 08:29:00+00:00,2015-02-01 04:01:00+00:00,2015-02-01 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,259,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-02 08:29:00+00:00,2015-02-02 04:01:00+00:00,2015-02-02 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,260,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-03 08:29:00+00:00,2015-02-03 04:01:00+00:00,2015-02-03 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,261,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-04 08:29:00+00:00,2015-02-04 04:01:00+00:00,2015-02-04 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,262,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-05 08:29:00+00:00,2015-02-05 04:01:00+00:00,2015-02-05 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,263,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-08 08:29:00+00:00,2015-02-08 04:01:00+00:00,2015-02-08 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,264,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-09 08:29:00+00:00,2015-02-09 04:01:00+00:00,2015-02-09 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,265,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-10 08:29:00+00:00,2015-02-10 04:01:00+00:00,2015-02-10 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,266,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-11 08:29:00+00:00,2015-02-11 04:01:00+00:00,2015-02-11 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,267,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-12 08:29:00+00:00,2015-02-12 04:01:00+00:00,2015-02-12 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,268,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-15 08:29:00+00:00,2015-02-15 04:01:00+00:00,2015-02-15 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,269,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-16 08:29:00+00:00,2015-02-16 04:01:00+00:00,2015-02-16 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,270,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-17 08:29:00+00:00,2015-02-17 04:01:00+00:00,2015-02-17 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,271,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-18 08:29:00+00:00,2015-02-18 04:01:00+00:00,2015-02-18 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,272,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-19 08:29:00+00:00,2015-02-19 04:01:00+00:00,2015-02-19 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,273,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-22 08:29:00+00:00,2015-02-22 04:01:00+00:00,2015-02-22 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,274,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-23 08:29:00+00:00,2015-02-23 04:01:00+00:00,2015-02-23 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,275,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-24 08:29:00+00:00,2015-02-24 04:01:00+00:00,2015-02-24 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,276,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-25 08:29:00+00:00,2015-02-25 04:01:00+00:00,2015-02-25 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,277,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-02-26 08:29:00+00:00,2015-02-26 04:01:00+00:00,2015-02-26 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,278,2015-02,0.0,0.0,0.0,0.0,,,,,
2015-03-01 08:29:00+00:00,2015-03-01 04:01:00+00:00,2015-03-01 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,279,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-02 08:29:00+00:00,2015-03-02 04:01:00+00:00,2015-03-02 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,280,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-03 08:29:00+00:00,2015-03-03 04:01:00+00:00,2015-03-03 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,281,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-04 08:29:00+00:00,2015-03-04 04:01:00+00:00,2015-03-04 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,282,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-05 08:29:00+00:00,2015-03-05 04:01:00+00:00,2015-03-05 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,283,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-08 08:29:00+00:00,2015-03-08 04:01:00+00:00,2015-03-08 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,284,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-09 08:29:00+00:00,2015-03-09 04:01:00+00:00,2015-03-09 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,285,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-10 08:29:00+00:00,2015-03-10 04:01:00+00:00,2015-03-10 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,286,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-11 08:29:00+00:00,2015-03-11 04:01:00+00:00,2015-03-11 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,287,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-12 08:29:00+00:00,2015-03-12 04:01:00+00:00,2015-03-12 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,288,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-15 08:29:00+00:00,2015-03-15 04:01:00+00:00,2015-03-15 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,289,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-16 08:29:00+00:00,2015-03-16 04:01:00+00:00,2015-03-16 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,290,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-18 08:29:00+00:00,2015-03-18 04:01:00+00:00,2015-03-18 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,291,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-19 08:29:00+00:00,2015-03-19 04:01:00+00:00,2015-03-19 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,292,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-22 08:29:00+00:00,2015-03-22 04:01:00+00:00,2015-03-22 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,293,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-23 08:29:00+00:00,2015-03-23 04:01:00+00:00,2015-03-23 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,294,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-24 08:29:00+00:00,2015-03-24 04:01:00+00:00,2015-03-24 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,295,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-25 08:29:00+00:00,2015-03-25 04:01:00+00:00,2015-03-25 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,296,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-29 08:29:00+00:00,2015-03-29 04:01:00+00:00,2015-03-29 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,297,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-30 08:29:00+00:00,2015-03-30 04:01:00+00:00,2015-03-30 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,298,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-03-31 08:29:00+00:00,2015-03-31 04:01:00+00:00,2015-03-31 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,299,2015-03,0.0,0.0,0.0,0.0,,,,,
2015-04-01 08:29:00+00:00,2015-04-01 04:01:00+00:00,2015-04-01 08:29:00+00:00,0.0,0.0,10000000.0,10000000.0,10000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'id': '5934ccc4745d4b6fbf37d2eaa79ed0cf', 'dt': Timestamp('2015-04-01 08:29:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-04-01 08:29:00+0000', tz='UTC'), 'amount': 100, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(16 [BATBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],0.0,[],0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,300,2015-04,0.0,0.0,0.0,0.0,,,269.151,243.0954900000001,212.41954666666663
2015-04-02 08:29:00+00:00,2015-04-02 04:01:00+00:00,2015-04-02 08:29:00+00:00,0.0,26529.5,10000000.0,9973457.13525,9999986.63525,-1.336475000002224e-06,1,0,26529.5,0.0,26529.5,-13.364749999716878,0.0,-26542.86475,"[{'id': '5934ccc4745d4b6fbf37d2eaa79ed0cf', 'dt': Timestamp('2015-04-02 08:29:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-04-01 08:29:00+0000', tz='UTC'), 'amount': 100, 'filled': 100, 'commission': 0.1, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(16 [BATBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 100, 'dt': Timestamp('2015-04-02 08:29:00+0000', tz='UTC'), 'price': 265.42764750000003, 'order_id': '5934ccc4745d4b6fbf37d2eaa79ed0cf', 'sid': Equity(16 [BATBC]), 'commission': None}]",0.00265295354560609,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 265.295}]",0.00265295354560609,0.0,26529.5,-0.9149914219956281,-0.9149914219956281,-1.3364750000732783e-06,0.00265295354560609,0.0,0.0,301,2015-04,-1.336475000002224e-06,1.222863160713642e-06,0.0,0.0,,,265.295,243.4258100000001,212.86166666666665
2015-04-05 08:29:00+00:00,2015-04-05 04:01:00+00:00,2015-04-05 08:29:00+00:00,26529.5,26438.4,9973457.13525,9973457.13525,9999895.53525,-9.110012175295168e-06,1,0,26438.4,0.0,26438.4,-91.09999999962747,0.0,0.0,[],[],0.002643867619096986,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 264.384}]",0.002643867619096986,26529.5,26438.4,-1.0368872932806126,-1.0363924555199664,-1.0446475000094325e-05,0.00265295354560609,0.0,0.0,302,2015-04,-1.0446475000036592e-05,8.406831075034705e-06,0.0,0.0,,,264.384,243.7467700000001,213.2913533333333
2015-04-06 08:29:00+00:00,2015-04-06 04:01:00+00:00,2015-04-06 08:29:00+00:00,26438.4,26339.4,9973457.13525,9973457.13525,9999796.53525,-9.90010342116765e-06,1,0,26339.4,0.0,26339.4,-99.0,0.0,0.0,[],[],0.00263399359248478,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 263.394}]",0.00263399359248478,26438.4,26339.4,-1.3753242140799085,-1.3724412119766227,-2.0346475000110332e-05,0.00265295354560609,0.0,0.0,303,2015-04,-2.0346475000043718e-05,1.230394750450479e-05,0.0,0.0,,,263.394,244.05681000000013,213.71751666666663
2015-04-07 08:29:00+00:00,2015-04-07 04:01:00+00:00,2015-04-07 08:29:00+00:00,26339.4,26193.5,9973457.13525,9973457.13525,9999650.63525,-1.4590296861127783e-05,1,0,26193.5,0.0,26193.5,-145.90000000037253,0.0,0.0,[],[],0.0026194415140529696,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 261.935}]",0.0026194415140529696,26339.4,26193.5,-1.6046559110608023,-1.5991257299764956,-3.4936475000080236e-05,0.00265295354560609,0.0,0.0,304,2015-04,-3.4936475000080236e-05,1.8048006877467387e-05,0.0,0.0,,,261.935,244.3554900000001,214.13579666666664
2015-04-08 08:29:00+00:00,2015-04-08 04:01:00+00:00,2015-04-08 08:29:00+00:00,26193.5,26203.899999999998,9973457.13525,9973457.13525,9999661.03525,1.040036335275829e-06,1,0,26203.899999999998,0.0,26203.899999999998,10.400000000372529,0.0,0.0,[],[],0.002620478824994979,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 262.039}]",0.002620478824994979,26193.5,26203.899999999998,-1.5517093455839255,-1.5489757841882168,-3.4936475000080236e-05,0.00265295354560609,0.0,0.0,305,2015-04,-3.389647499996151e-05,1.804885606438767e-05,0.0,0.0,,,262.039,244.67516000000012,214.5486566666666
2015-04-09 08:29:00+00:00,2015-04-09 04:01:00+00:00,2015-04-09 08:29:00+00:00,26203.899999999998,26044.100000000002,9973457.13525,9973457.13525,9999501.23525,-1.5980541684057492e-05,1,0,26044.100000000002,0.0,26044.100000000002,-159.80000000074506,0.0,0.0,[],[],0.002604539905269472,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 260.44100000000003}]",0.002604539905269472,26203.899999999998,26044.100000000002,-1.780699608034219,-1.773935372939759,-4.987647500001913e-05,0.00265295354560609,0.0,0.0,306,2015-04,-4.987647499998804e-05,2.3067057336827036e-05,0.0,0.0,,,260.44100000000003,244.97749000000005,214.95887999999994
2015-04-12 08:29:00+00:00,2015-04-12 04:01:00+00:00,2015-04-12 08:29:00+00:00,26044.100000000002,25830.5,9973457.13525,9973457.13525,9999287.63525,-2.1361065414615688e-05,1,0,25830.5,0.0,25830.5,-213.59999999962747,0.0,0.0,[],[],0.0025832340204857192,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 258.305}]",0.0025832340204857192,26044.100000000002,25830.5,-1.9500576559533773,-1.9395682919448716,-7.123647499994946e-05,0.00265295354560609,0.0,0.0,307,2015-04,-7.123647499995833e-05,2.9986737985636987e-05,0.0,0.0,,,258.305,245.25965000000005,215.36527999999996
2015-04-13 08:29:00+00:00,2015-04-13 04:01:00+00:00,2015-04-13 08:29:00+00:00,25830.5,26357.600000000002,9973457.13525,9973457.13525,9999814.73525,5.271375514204202e-05,1,0,26357.600000000002,0.0,26357.600000000002,527.0999999996275,0.0,0.0,[],[],0.0026358088322464357,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 263.576}]",0.0026358088322464357,25830.5,26357.600000000002,-0.2683588602294856,-0.5035419404254098,-7.123647499994946e-05,0.00265295354560609,0.0,0.0,308,2015-04,-1.8526475000002485e-05,5.647875845593869e-05,0.0,0.0,,,263.576,245.60236000000003,215.76693666666662
2015-04-15 08:29:00+00:00,2015-04-15 04:01:00+00:00,2015-04-15 08:29:00+00:00,26357.600000000002,26123.1,9973457.13525,9973457.13525,9999580.23525,-2.3450434453842206e-05,1,0,26123.1,0.0,26123.1,-234.5,0.0,0.0,[],[],0.0026124196601685543,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 261.231}]",0.0026124196601685543,26357.600000000002,26123.1,-0.5685120171208217,-0.9311452690054824,-7.123647499994946e-05,0.00265295354560609,0.0,0.0,309,2015-04,-4.1976474999927404e-05,6.0213592618465864e-05,0.0,0.0,,,261.231,245.91668000000004,216.16848333333328
2015-04-16 08:29:00+00:00,2015-04-16 04:01:00+00:00,2015-04-16 08:29:00+00:00,26123.1,26189.999999999996,9973457.13525,9973457.13525,9999647.13525,6.6902808344426745e-06,1,0,26189.999999999996,0.0,26189.999999999996,66.90000000037253,0.0,0.0,[],[],0.002619092418539149,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 261.9}]",0.002619092418539149,26123.1,26189.999999999996,-0.4746488740047838,-0.7814695565471999,-7.123647499994946e-05,0.00265295354560609,0.0,0.0,310,2015-04,-3.52864749998405e-05,6.043029996088463e-05,0.0,0.0,,,261.9,246.23632000000006,216.57026333333332
2015-04-19 08:29:00+00:00,2015-04-19 04:01:00+00:00,2015-04-19 08:29:00+00:00,26189.999999999996,26065.800000000003,9973457.13525,9973457.13525,9999522.935250001,-1.2420438273430534e-05,1,0,26065.800000000003,0.0,26065.800000000003,-124.19999999925494,0.0,0.0,[],[],0.002606704356676224,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 260.658}]",0.002606704356676224,26189.999999999996,26065.800000000003,-0.6301636977258459,-1.0089365646778958,-7.123647499994946e-05,0.00265295354560609,0.0,0.0,311,2015-04,-4.7706474999742454e-05,6.134135377437307e-05,0.0,0.0,,,260.658,246.54107000000008,216.9691233333333
2015-04-20 08:29:00+00:00,2015-04-20 04:01:00+00:00,2015-04-20 08:29:00+00:00,26065.800000000003,25959.000000000004,9973457.13525,9973457.13525,9999416.13525,-1.0680509529570337e-05,1,0,25959.000000000004,0.0,25959.000000000004,-106.80000000074506,0.0,0.0,[],[],0.002596051574300342,"[{'sid': Equity(16 [BATBC]), 'amount': 100, 'cost_basis': 265.4286475, 'last_sale_price': 259.59000000000003}]",0.002596051574300342,26065.800000000003,25959.000000000004,-0.7609881822721467,-1.1957676519078397,-7.123647499994946e-05,0.00265295354560609,0.0,0.0,312,2015-04,-5.8386474999894133e-05,6.196911630527984e-05,0.0,0.0,,,259.59000000000003,246.83846000000005,217.37065999999993
