date,open,high,low,close,volume
2012-01-01,71.63631551228967,72.02483119925665,70.82939831628138,71.39722893569464,772328.8514110254
2012-01-02,71.7259729785128,73.45935065882688,71.7259729785128,71.78574462266157,472135.2860588203
2012-01-03,71.57654386814093,72.3236894200004,71.57654386814093,72.05471702133099,503557.841870789
2012-01-04,72.92140586148803,73.07083497185995,71.96505955510787,72.80186257319049,1086355.1723108904
2012-01-05,73.22026408223185,73.22026408223185,72.20414613170291,72.29380359792606,667216.986724793
2012-01-08,72.59266181866982,72.59266181866982,70.53054009553762,70.76962667213265,889679.5738863399
2012-01-09,71.12825653702521,71.39722893569464,69.81328036575245,69.99259529819876,590966.0564528146
2012-01-10,69.96270947612437,71.12825653702521,69.03624899181858,69.27533556841362,821227.3576474044
2012-01-11,69.9029378319756,70.17191023064507,68.94659152559542,69.12590645804173,824842.0900641796
2012-01-12,70.23168187479378,70.23168187479378,68.70750494900042,68.94659152559542,439090.3700282989
2012-01-15,69.18567810219048,69.18567810219048,67.54195788809956,67.93047357506651,329680.67388590047
2012-01-16,67.69138699847149,68.02013104128966,66.34652500512436,66.73504069209129,391757.2990905235
2012-01-18,65.77869438571112,67.24309966735576,62.76022635619872,64.37406074821527,535834.271481996
2012-01-19,65.74880856363676,66.94424144661195,65.56949363119045,66.22698171682683,349234.383888457
2012-01-22,67.54195788809956,67.54195788809956,63.35794279768633,63.71657266257889,364091.7879952031
2012-01-23,63.3878286197607,64.25451745991775,62.19239573678549,62.87976964449624,405134.65527858987
2012-01-24,63.35794279768633,64.19474581576895,61.56479347322351,62.07285244848794,382165.4500790801
2012-01-25,62.22228155885988,62.76022635619872,60.27970312402513,62.10273827056234,440513.4930270293
2012-01-26,62.46136813545492,63.65680101843012,61.23604943040531,61.65445093944668,227955.8419366465
2012-01-29,63.89588759502518,63.89588759502518,57.08192016206647,57.56009331525654,608726.6314769707
2012-01-30,57.38077838281026,62.132624092636746,55.91637310116564,60.99696285381026,670860.181601543
2012-01-31,61.2659352524797,62.16250991471109,57.5899791373309,58.42678215541359,427420.761438709
2012-02-01,57.38077838281026,58.27735304504165,55.91637310116564,56.93249105169456,848722.093982877
2012-02-02,56.21523132190941,58.2474672229673,56.03591638946314,56.69340447509949,486793.4529457441
2012-02-06,58.0382664684466,58.0382664684466,52.44961774053749,53.22664911447139,820658.1084479121
2012-02-07,54.3921961753722,58.456667977487946,54.3921961753722,58.456667977487946,499060.7731948007
2012-02-08,59.17392770727308,59.17392770727308,55.46808577004991,55.7968298128681,494222.1549991171
2012-02-09,55.07957008308296,57.82906571392596,54.98991261685983,57.64975078147968,336710.90149962896
2012-02-12,57.67963660355404,59.77164414876068,57.23134927243834,59.53255757216565,429526.98347683006
2012-02-13,59.77164414876068,61.38547854077724,58.93484113067802,59.38312846179373,441566.60404608987
2012-02-14,59.11415606312432,60.30958894609952,57.82906571392596,57.91872318014911,410741.7598935879
2012-02-15,57.70952242562844,59.26358517349623,57.70952242562844,58.81529784238052,187624.536152625
2012-02-16,59.17392770727308,60.42913223439702,59.05438441897555,59.29347099557059,419878.2095454376
2012-02-19,59.17392770727308,59.17392770727308,58.0980381125954,58.48655379956231,169038.54978920508
