date,open,high,low,close,volume
2012-01-01,56.70480395022943,58.15258617874594,56.10156135501422,57.12707376688008,1351138.887
2012-01-02,57.85096488113833,58.15258617874594,57.00642524783703,57.247722285923125,1041105.41325
2012-01-03,57.06674950735855,57.91128914065984,57.00642524783703,57.66999210257376,907986.1455
2012-01-04,58.092261919224406,60.686205078649806,57.91128914065984,59.2384228501333,2882444.079375
2012-01-05,59.41939562869785,59.90198970487001,57.85096488113833,57.97161340018136,1409532.138
2012-01-08,58.15258617874594,58.69550451443962,56.64447969070792,57.00642524783703,1105135.6365
2012-01-09,56.76512820975095,57.4890193240092,55.79994005740662,55.92058857644966,1027446.595875
2012-01-10,56.70480395022943,56.70480395022943,54.35215782889012,55.31734598123447,830658.4492500001
2012-01-11,55.92058857644966,56.10156135501422,55.01572468362685,55.31734598123447,641603.07225
2012-01-12,55.86026431692815,56.041237095492704,54.110860790804026,54.23150930984709,518312.37150000007
2012-01-15,54.35215782889012,54.35215782889012,52.96469985989512,53.02502411941668,461147.691375
2012-01-16,52.78372708133058,52.78372708133058,51.577241890900176,51.69789040994322,551411.51625
2012-01-18,49.58654132668998,51.27562059329258,49.28492002908239,49.58654132668998,511374.5595
2012-01-19,50.67237799807736,51.999511707550816,50.49140521951279,51.45659337185712,1225246.5067500002
2012-01-22,51.33594485281409,52.421781524201485,48.80232595291023,49.04362299099631,408463.6815
2012-01-23,48.44038039578111,49.16427151003934,47.656165022001325,48.07843483865197,365897.314125
2012-01-24,49.28492002908239,49.34524428860391,46.14805853396332,46.329031312527874,370956.135375
2012-01-25,46.02741001492027,47.05292242678614,44.63995204592528,46.268707053006345,687132.4635000001
2012-01-26,46.93227390774308,47.17357094582917,45.06222186257595,45.54481593874811,290954.49075000006
2012-01-29,44.39865500783921,45.2431946411405,41.02049647463407,41.38244203176318,414895.611375
2012-01-30,41.62373906984925,42.40795444362903,39.81401128420365,41.86503610793533,505014.8985
2012-01-31,43.37314259597336,44.03670945071008,39.27109294850994,40.236281100854285,413522.50275
2012-02-01,38.60752609377323,38.60752609377323,36.25487997243393,37.09941960573522,939061.76175
2012-02-02,37.15974386525674,38.00428349855802,36.49617701052001,36.858122567649126,485719.108875
2012-02-06,36.49617701052001,36.49617701052001,33.479964034443974,33.96255811061615,543317.40225
2012-02-07,35.229367560568065,37.340716643821295,34.68644922487439,37.340716643821295,344216.651625
2012-02-08,37.702662200950414,38.60752609377323,35.71196163674024,36.01358293434784,459557.776125
2012-02-09,36.13423145339089,38.72817461281628,35.5913131176972,38.185256277122576,475818.273
2012-02-12,39.21076868898844,40.17595684133276,37.88363497951497,39.93465980324669,639651.812625
